company,source,ticker,created_datetime,sentiment_label,bert_text,lda_text,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_neutral,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise
chipotle,stocktwits,CMG,2026-05-28T19:25:21Z,,"$CMG Been stuck between $33.62 and $31.63 for 4 weeks now, assuming it doesn&#39;t breakout one way or another tomorrow. It&#39;s barely moving at all.",stuck between weeks now assuming doesn breakout way another tomorrow barely moving all,7.219379767775536e-05,0.00012505592894740403,0.0002094121155096218,0.00299395271576941,0.0012815959053114057,0.00016556559421587735,0.0008915645885281265,0.00015553002594970167,0.00020061121904291213,0.0044119046069681644,0.006296783220022917,0.00018860997806768864,0.0001058490524883382,5.054186476627365e-05,9.701646195026115e-05,4.757995338877663e-05,5.0169976020697504e-05,7.764432666590437e-05,5.569624772761017e-05,8.370666182599962e-05,0.9785200953483582,0.0009819904807955027,2.0655523258028552e-05,0.002093942603096366,5.785431858384982e-05,7.263875886565074e-05,0.0005889639724045992,0.0001028745828079991
chipotle,stocktwits,CMG,2026-05-28T19:04:11Z,Bullish,$CMG Look BELOW Folks! Dont miss out and have to chase later. Great Entry now! Come back and thank me later! 👌🏾 Reversals Incoming!!! $SCHW Analyst Bullish - Hit all time low $BSX Great Entry- At all time low $MCD Analysts Signal Outperform $WMT BUY Signals! These will be the next runners!💥🔥📈Tag this post 👍🏾,look below folks dont miss out chase later great entry now come back thank later reversals incoming analyst bullish hit all time low great entry all time low analysts signal outperform buy signals these next runners tag post,0.7856751680374146,0.00016871998377609998,0.00028046465013176203,0.0011063243728131056,0.0323130264878273,0.0034370345529168844,0.0004410624678712338,0.0006363315624184906,0.002491353079676628,0.0007631072076037526,0.0022537033073604107,0.00015026185428723693,7.549468136858195e-05,0.0026114012580364943,0.00017746843514032662,0.09431431442499161,0.0001383519556839019,0.0007090787403285503,0.00044722866732627153,7.310715591302142e-05,0.0064798640087246895,0.059457000344991684,0.002302925568073988,0.0019330590730533004,0.0006453434471040964,0.00017288354865740985,0.00026969658210873604,0.0004762804601341486
chipotle,stocktwits,CMG,2026-05-28T18:58:48Z,Bullish,$CMG needs to focus on returning Stock up to $50.,needs focus returning,0.00019140275253448635,6.835207750555128e-05,8.650059317005798e-05,0.0004796710563823581,0.0014442747924476862,0.00033354232436977327,6.57136770314537e-05,5.56053091713693e-05,0.0008246926008723676,0.0002754328597802669,0.0002585774927865714,8.486296428600326e-05,2.08336059586145e-05,9.068704093806446e-05,6.313827179837972e-05,7.197419472504407e-05,2.4700722860870883e-05,8.03996081231162e-05,6.933801341801882e-05,2.781664443318732e-05,0.9940343499183655,0.0005911784246563911,2.658609810168855e-05,0.0004858177271671593,3.619949711719528e-05,3.473875403869897e-05,0.00014975282829254866,2.3843513190513477e-05
chipotle,stocktwits,CMG,2026-05-28T18:26:37Z,,$CMG bottomless fall eveyday.,bottomless fall eveyday,8.830470324028283e-05,8.801976218819618e-05,0.00010844792996067554,0.00023035121557768434,0.0003474035765975714,4.0435628761770204e-05,6.988235691096634e-05,5.144052192918025e-05,5.036668881075457e-05,0.00011772675497923046,0.00010763385216705501,7.299433491425589e-05,2.458884409861639e-05,8.239346061600372e-05,5.250815229373984e-05,2.7264755772193894e-05,1.745868030411657e-05,7.330322841880843e-05,6.047335409675725e-05,1.4048887351236772e-05,0.9978761672973633,6.20414866716601e-05,1.2161279300926253e-05,0.00016938963381107897,1.169758616015315e-05,1.3783899703412317e-05,9.545029024593532e-05,3.425903196330182e-05
chipotle,stocktwits,CMG,2026-05-28T17:54:05Z,,$CMG i want to hate on this so much but then i look at all the other stocks in the same industry in the shitter as well. im in as long as 32 continues to hold idk,want hate look all other same industry shitter well long continues hold idk,0.00044359004823490977,0.00193423917517066,0.1782151609659195,0.5412734746932983,0.005539600737392902,0.000447354483185336,0.008252225816249847,0.0013789650984108448,0.0013297279365360737,0.012565676122903824,0.04631747677922249,0.012102419510483742,0.0017509351018816233,0.0005351940053515136,0.0006381351849995553,0.0002341689687455073,0.00020053454500157386,0.0005779468920081854,0.0003270745219197124,0.0003148280957248062,0.17623715102672577,0.0014278379967436194,0.00017412302258890122,0.005667665507644415,0.0001488785055698827,0.00019743325538001955,0.0011161076836287975,0.0006520721362903714
chipotle,stocktwits,CMG,2026-05-28T17:04:30Z,,$CMG Wow. What a shty company and management.,wow shty management,0.8385064601898193,0.0032753641717135906,0.0029020984657108784,0.00835657212883234,0.0043426696211099625,0.00014322836068458855,0.0005418145447038114,0.0016156560741364956,0.0005162277957424521,0.0035090583842247725,0.0023181706201285124,0.0024844727013260126,0.0009694736218079925,0.023257451131939888,0.0004452744615264237,0.00038906317786313593,0.00023192939988803118,0.002588007366284728,0.000987756997346878,0.00010652439232217148,0.013704176060855389,0.0006852156366221607,0.0014897292712703347,0.0028045333456248045,0.00026992431958206,8.414278272539377e-05,0.0003900177252944559,0.0830850824713707
chipotle,stocktwits,CMG,2026-05-28T13:46:09Z,,$CMG daily dump and wash. they must hate this one so much and keep beating the dead horse again and again,daily dump wash must hate keep beating dead horse again again,0.0012506971834227443,0.0008262398187071085,0.5175136923789978,0.1471787542104721,0.003474178723990917,0.0013443741481751204,0.0008526122546754777,0.0008283088682219386,0.0008426994900219142,0.005851496942341328,0.012486265040934086,0.016146019101142883,0.0011143445735797286,0.00035133835626766086,0.000857473467476666,0.0003325871657580137,0.00042039668187499046,0.0004603814159054309,0.0006283881957642734,0.0001840918994275853,0.278784841299057,0.0009610631386749446,0.00022841992904432118,0.001799225341528654,0.00012349065218586475,0.00031980752828530967,0.004460419062525034,0.0003784593427553773
chipotle,stocktwits,CMG,2026-05-27T22:08:53Z,Bullish,$CMG need dog meat burritos to boost sales,need dog meat burritos boost sales,0.00021914058015681803,0.00010696979734348133,8.611501834820956e-05,0.0003690021694637835,0.001336444984190166,0.00010239400580758229,6.054096593288705e-05,8.409938891418278e-05,0.0006470404914580286,0.00018160982290282845,0.00013043967192061245,9.61216792347841e-05,2.0944899006281048e-05,0.00022980020730756223,4.7462035581702366e-05,5.414094266598113e-05,1.9644297935883515e-05,9.923762263497338e-05,0.00012228106788825244,1.6698091712896712e-05,0.9950392842292786,0.00039290080894716084,2.5065130103030242e-05,0.00029974940116517246,2.1539022782235406e-05,2.7523436074261554e-05,0.00012541031173896044,3.835383540717885e-05
chipotle,stocktwits,CMG,2026-05-27T20:42:28Z,,$CMG motherfuckers just dont want this over 33.,motherfuckers dont want over,0.0007674560765735805,0.0010025593219324946,0.44948524236679077,0.2372192144393921,0.003514316864311695,0.000982310506515205,0.0015397592214867473,0.0011768557596951723,0.0006790999323129654,0.004289115779101849,0.04064793139696121,0.006466416642069817,0.0008906566072255373,0.0005142407608218491,0.00038669619243592024,0.0003553176356945187,0.00018492712115403265,0.0006154304719530046,0.0005378632922656834,0.00013779912842437625,0.24396389722824097,0.0007507326081395149,0.0001683048321865499,0.0017704344354569912,0.0001112713580369018,0.0001661713613430038,0.0010168037842959166,0.0006592135177925229
chipotle,stocktwits,CMG,2026-05-27T19:21:03Z,,$CMG i’m just curious what do you think why take such a large position prior to earnings on July 29? ￼,curious why take such large position prior earnings july,0.001198947662487626,0.0005492366035468876,0.00029466135310940444,0.000632193055935204,0.0014611801598221064,0.0008040224201977253,0.005962194409221411,0.9700818061828613,0.0007874041330069304,0.00026575816445983946,0.00046570293488912284,0.00014158569683786482,7.889002881711349e-05,0.0011867579305544496,0.000216608852497302,0.00031453106203116477,5.665763819706626e-05,0.0003306792350485921,0.0008805255638435483,0.00012868626799900085,0.011703796684741974,0.0009606388048268855,1.143093868449796e-05,0.00035494539770297706,4.4264059397391975e-05,0.00013474687875714153,0.00024887698236852884,0.0007033299771137536
chipotle,stocktwits,CMG,2026-05-27T17:50:43Z,,$CMG beyond garbage. /sigh,beyond garbage sigh,0.00010899833432631567,0.00023711012909188867,0.000681307865306735,0.0019337062258273363,0.0003892065433319658,7.339818694163114e-05,0.00010291302169207484,7.980947702890262e-05,9.702939132694155e-05,0.00046677087084390223,0.00037645886186510324,0.0009230216383002698,0.0001437708269804716,7.986863784026355e-05,0.00015969789819791913,3.975498475483619e-05,4.7429577534785494e-05,7.239606202347204e-05,8.893224003259093e-05,3.100929097854532e-05,0.993046224117279,7.816281140549108e-05,2.053413845715113e-05,0.00025726723833940923,1.9685381630552e-05,3.501302489894442e-05,0.0003404082381166518,7.010786794126034e-05
chipotle,stocktwits,CMG,2026-05-27T17:46:22Z,Bearish,$CMG food stock is done! No longer sustainable for the price that is demanded.,food done longer sustainable price demanded,0.0006669737049378455,0.0006321785040199757,0.002557175001129508,0.062427543103694916,0.007339241448789835,0.0007405156502500176,0.0010468505788594484,0.0005263752536848187,0.0009909680811688304,0.17910845577716827,0.11831676214933395,0.0017005420522764325,0.0014139917911961675,0.000487218116177246,0.00041607138700783253,0.0003983675269410014,0.0004759677976835519,0.000705630227457732,0.000325342349242419,0.0006422931328415871,0.5909249186515808,0.0015749094309285283,0.0001985125563805923,0.010188516229391098,0.0006273985491134226,0.0007807613001205027,0.014000649563968182,0.0007858702447265387
chipotle,stocktwits,CMG,2026-05-27T17:03:18Z,Bullish,My current longs are $GRPN $SOFI $RIVN and $CMG LET GET IT!! 🔥🔥,current longs let,0.0006470607477240264,0.0006648723501712084,0.0003501039172988385,0.0011173353996127844,0.023877428844571114,0.00029061915120109916,0.00037038009031675756,0.0005570883513428271,0.0005501547711901367,0.0002355454780627042,0.0004586210416164249,0.00025583559181541204,6.54963732813485e-05,0.0008465908467769623,0.0001180959225166589,2.7404637876315974e-05,2.5943318178178743e-05,0.00021059802384115756,0.0008714830037206411,4.084357715328224e-05,0.9641448855400085,0.0021049752831459045,5.5413187510566786e-05,0.0017544622533023357,5.675503416568972e-05,3.8624624721705914e-05,9.983671770896763e-05,0.00016359289293177426
chipotle,stocktwits,CMG,2026-05-27T16:28:10Z,Bullish,$CMG I bought some 7/17 $40C here.,bought some here,9.245665569324046e-05,8.072907803580165e-05,0.00013579365622717887,0.0003174016601406038,0.0003614057204686105,4.297301347833127e-05,7.530736911576241e-05,6.327361916191876e-05,5.878068623133004e-05,9.854883683146909e-05,8.117260586004704e-05,6.817203393438831e-05,2.8129466954851523e-05,0.0001417822204530239,4.796830762643367e-05,3.895402551279403e-05,1.6787744243629277e-05,0.00010393268166808411,4.9521957407705486e-05,1.5120508578547742e-05,0.9976140260696411,7.392132101813331e-05,1.5543591871391982e-05,0.0002149376377929002,1.4774792362004519e-05,1.4717036719957832e-05,7.876684685470536e-05,5.515429438673891e-05
chipotle,stocktwits,CMG,2026-05-27T14:19:11Z,,$CAVA $SBUX $CMG Cava chart is looking string. Breakout imminent,cava chart looking string breakout imminent,0.00010820266470545903,8.847201388562098e-05,7.268894114531577e-05,0.00016556087939534336,0.00035508681321516633,3.926767749362625e-05,8.498206443618983e-05,5.908335151616484e-05,6.391864008037373e-05,9.498516010353342e-05,7.1811540692579e-05,6.606006354559213e-05,2.1286523406160995e-05,0.00013795081758871675,7.38011731300503e-05,2.4193499484681524e-05,1.620323382667266e-05,8.512076601618901e-05,5.65149421163369e-05,1.8296361304237507e-05,0.9978531002998352,9.324868733529001e-05,1.3912834219809156e-05,0.0001916765031637624,1.2119677194277756e-05,1.208056892210152e-05,7.427133823512122e-05,4.604510831995867e-05
chipotle,stocktwits,CMG,2026-05-27T12:49:49Z,,"$CMG massive put as Chipotle hits multi-year lows — CMG at ~$32 today, down 45% from its $58 52-week high. +22,100 CMG 100 17 JUL 2026 27.50 PUT @ 0.33, for $729,300 total deltas. $729,300 × $32 = $23,337,600 in dollar exposure. 22,100 contracts — the largest print today by contract count by a significant margin. The 27.50 strike is 14% below current price. CMG is near the bottom of its 52-week range after comparable store sales were flat in Q1, margins compressed, and high gas prices weighed on restaurant traffic. Chipotle&#39;s stock price hit bottom in early 2026, confirmed it in Q2 following the Q1 earnings release. This 22K put print suggests someone isn&#39;t convinced the bottom is in. Free Week Trial! Get in now for SMS alerts, market data, and full chat access before the next move hits →",massive put hits multi year lows today down week high jul put total deltas dollar exposure contracts largest print today contract count significant margin strike below current price near bottom week range after comparable store sales flat margins compressed high gas prices weighed restaurant traffic price hit bottom early confirmed following earnings release put print suggests someone isn convinced bottom free week trial now sms alerts data full chat access before next move hits,9.555101860314608e-05,7.051694410620257e-05,6.800835399189964e-05,0.000784959876909852,0.0014264057390391827,8.208155486499891e-05,0.0001892651926027611,8.24996895971708e-05,0.00010089707211591303,0.001956596504896879,0.0008281046175397933,9.598136239219457e-05,7.754778926027939e-05,7.398821617243811e-05,8.76649864949286e-05,3.446988921496086e-05,4.0785154851619154e-05,8.893365156836808e-05,4.391364200273529e-05,7.013860886218026e-05,0.9908577799797058,0.0002958755649160594,2.3428718122886494e-05,0.0017999151023104787,7.275373354787007e-05,4.105093830730766e-05,0.0005341879441402853,7.668227044632658e-05
chipotle,stocktwits,CMG,2026-05-27T09:53:32Z,Bullish,$NDLS probably something cooking $MCD $CMG $CAKE $BYND,probably something cooking,0.00017472251784056425,8.206669735955074e-05,5.089154001325369e-05,0.0001337794092250988,0.0007713660015724599,3.7020567106083035e-05,0.00012311426689848304,6.297050276771188e-05,5.2190993301337585e-05,7.9966033808887e-05,8.83140746736899e-05,8.00447742221877e-05,2.102504004142247e-05,0.0001238195545738563,6.16547476965934e-05,2.7725247491616756e-05,1.345474083791487e-05,8.63925160956569e-05,8.783982775639743e-05,1.331846033281181e-05,0.9973388314247131,0.00011279792670393363,1.638168942008633e-05,0.0002445369609631598,1.3686186321137939e-05,1.2412358955771197e-05,5.1037448429269716e-05,3.859834396280348e-05
chipotle,stocktwits,CMG,2026-05-26T21:00:10Z,,$CMG Price is leaking even more during after hours,price leaking during after hours,0.00020927297009620816,0.0003149809199385345,0.0012315072817727923,0.015988830476999283,0.005940721370279789,0.00048077868996188045,0.00019535129831638187,0.0001221648562932387,0.0009237942867912352,0.00998782180249691,0.0018738233484327793,0.003665078664198518,0.0006339467945508659,0.00017735123401507735,0.000765764678362757,6.533222767757252e-05,0.0002108736807713285,0.000229464698350057,0.00028926998493261635,0.0003893007815349847,0.9453025460243225,0.0005339512717910111,8.951615745900199e-05,0.004204079508781433,0.000208653204026632,0.00020131151541136205,0.005638570990413427,0.0001259414857486263
chipotle,stocktwits,CMG,2026-05-26T18:46:08Z,Bearish,"$CMG overpriced food, overpriced stock",overpriced food overpriced,0.00013085379032418132,0.00017475338245276362,0.000954815186560154,0.005455892998725176,0.0007800856255926192,7.11673783371225e-05,0.00011617429845500737,6.543153722304851e-05,7.474519952666014e-05,0.0013578130165114999,0.001689339056611061,0.0005056478548794985,0.0001507533306721598,6.101985854911618e-05,8.543010335415602e-05,5.687328666681424e-05,4.385022111819126e-05,7.725670002400875e-05,5.719245382351801e-05,2.894679164455738e-05,0.9866677522659302,0.00012201312347315252,2.456073161738459e-05,0.0006660372600890696,2.972869151562918e-05,4.225976226734929e-05,0.0004366554494481534,7.296680269064382e-05
chipotle,stocktwits,CMG,2026-05-26T17:34:54Z,,"$CMG will either hold support here at $32 or worst case see ~$31 50DMA remains resistance, but can easily catch a quick pop!",either hold support here worst case see dma remains resistance easily catch quick pop,0.00010299451241735369,8.195885311579332e-05,6.318659870885313e-05,0.0002859046799130738,0.002745086560025811,0.00016269816842395812,0.0011369141284376383,0.00021865179587621242,0.0001850774569902569,0.00023919301747810096,0.0005051862099207938,0.00012361981498543173,2.5269444449804723e-05,5.050571417086758e-05,9.063396282726899e-05,7.295420073205605e-05,2.401208257651888e-05,6.05497152719181e-05,0.00012731314927805215,2.6675346816773526e-05,0.9916389584541321,0.0009221391519531608,1.465290642954642e-05,0.0008743256912566721,2.9673623430426233e-05,3.8499820220749825e-05,0.00011888594599440694,3.454160469118506e-05
chipotle,stocktwits,CMG,2026-05-26T16:57:39Z,Bullish,$CMG Ill take a bite here.,ill take bite here,6.58711651340127e-05,0.00012200167839182541,0.00011149505735374987,0.00029006984550505877,0.0004469382402021438,5.093888103147037e-05,7.109253783710301e-05,6.589592521777377e-05,7.563721010228619e-05,8.474714559270069e-05,7.249553891597316e-05,7.41242547519505e-05,1.9557850464479998e-05,8.856735075823963e-05,4.2409774323459715e-05,1.7440759620512836e-05,1.242224607267417e-05,8.037852239795029e-05,5.826258347951807e-05,1.2181977581349202e-05,0.9977487921714783,8.905003051040694e-05,1.056617566064233e-05,0.00017355418822262436,1.0472588655829895e-05,1.2017971130262595e-05,6.473784014815465e-05,2.8321110221440904e-05
chipotle,stocktwits,CMG,2026-05-26T16:34:26Z,,$CMG ⚽️ WorldCup is only hope 📈,worldcup only hope,0.0012005678145214915,0.0004098406934645027,0.00046175660099834204,0.0014317019376903772,0.007629611529409885,0.005500462371855974,0.0004305518523324281,0.000639520469121635,0.020562859252095222,0.004021350760012865,0.003963710740208626,0.0002476173685863614,0.00011756581079680473,0.0003489689261186868,0.00030281205545179546,0.00038076669443398714,0.0001407564413966611,0.00027668772963806987,0.0014072912745177746,0.0001391877158312127,0.04316984862089157,0.9026248455047607,0.00015575860743410885,0.0018040034919977188,0.00014763110084459186,0.001020017545670271,0.00118345208466053,0.0002808892459142953
chipotle,stocktwits,CMG,2026-05-26T15:21:09Z,,$CMG Diet is going well.,diet going well,0.05446994677186012,0.0003914400585927069,0.00018372366321273148,0.0014202550519257784,0.3194400370121002,0.002557025756686926,0.0005605708574876189,0.00040696340147405863,0.001021816860884428,0.002996007679030299,0.004692617803812027,0.0002600723528303206,0.0001326515048276633,0.0015149407554417849,0.00021355277567636222,0.001843261648900807,0.0002062356797978282,0.003024749457836151,0.0006972874980419874,0.00016581027011852711,0.5768219232559204,0.01383900921791792,0.001366334967315197,0.008200325071811676,0.0022325641475617886,0.00018916832050308585,0.0007596482173539698,0.0003920473391190171
chipotle,stocktwits,CMG,2026-05-26T15:02:08Z,,$CMG shareholders please vote and disapprove this poor management in your proxy.,shareholders please vote disapprove poor management proxy,0.0010926313698291779,0.0003560784971341491,0.005659093149006367,0.04825875535607338,0.06640651822090149,0.003711469005793333,0.0009184414520859718,0.00043907013605348766,0.003127636155113578,0.009516227059066296,0.22062446177005768,0.002320121740922332,0.0004248273908160627,0.00023004214745014906,0.00020460000087041408,0.0008884368580766022,0.00017813646991271526,0.00035081920213997364,0.000958322430960834,0.00015486421762034297,0.621374249458313,0.0036231630947440863,0.00024203374050557613,0.006549270357936621,0.0003919755690731108,0.00040658286889083683,0.0014572787331417203,0.00013487416435964406
chipotle,stocktwits,CMG,2026-05-26T14:42:58Z,Bearish,$CMG Just got a call from my sources you can short this with extreme confidence gapfill at $6 eoy book it,call sources short extreme confidence gapfill eoy book,0.0001288171042688191,0.00015043765597511083,8.05691015557386e-05,0.00026586928288452327,0.0011070938780903816,0.00013701280113309622,6.808106991229579e-05,8.300337503897026e-05,0.0002700857585296035,9.103018965106457e-05,7.641905540367588e-05,4.990621891920455e-05,1.6951227735262364e-05,0.0002990027132909745,5.1503084250725806e-05,5.3077492339070886e-05,1.5019015336292796e-05,0.00020626043260563165,7.146813732106239e-05,1.951643753272947e-05,0.9959076642990112,0.00046743376879021525,2.2009819076629356e-05,0.00021531326638069004,2.509916157578118e-05,1.727666131046135e-05,6.67022104607895e-05,3.73581460735295e-05
chipotle,stocktwits,CMG,2026-05-26T14:38:36Z,Bullish,$NDLS someone knows something about 🍝 $CMG $BYND $CAKE $MCD,someone knows something about,0.0001802419574232772,0.00024670129641890526,0.0001227374596055597,0.00041063447133637965,0.003705286653712392,8.74092074809596e-05,0.0001249888737220317,9.609090921003371e-05,8.89502844074741e-05,0.00020084406423848122,0.00027098116697743535,0.00013032903370913118,4.439773692865856e-05,0.00013604818377643824,6.534047133754939e-05,1.5456149412784725e-05,2.0629428036045283e-05,9.234753088094294e-05,0.00034700625110417604,2.132657937181648e-05,0.9920586943626404,0.00029403367079794407,2.0351633793325163e-05,0.0009854387026280165,2.2943271687836386e-05,2.354458592890296e-05,0.0001217056778841652,6.555955769727007e-05
chipotle,stocktwits,CMG,2026-05-26T14:32:07Z,,"$CMG down 6% past mont while $SG up 40%, what the fuck is this company doing?",down past mont while fuck doing,0.000773770094383508,0.0011213381076231599,0.8301821351051331,0.08936349302530289,0.0009259040816687047,0.0006061344174668193,0.00809472892433405,0.013030813075602055,0.0003317711525596678,0.0053231921046972275,0.004671239759773016,0.0027280563954263926,0.0008015760686248541,0.0006024432950653136,0.0007839325699023902,0.00024849982582964003,0.0002776891051325947,0.0006028243224136531,0.0007348888320848346,0.00035326354554854333,0.03166881948709488,0.000819431385025382,9.417230467079207e-05,0.0012563219061121345,6.902670429553837e-05,0.00020887638675048947,0.001962106442078948,0.0023634613025933504
chipotle,stocktwits,CMG,2026-05-26T14:20:25Z,,"$CMG Sweetgreen just hired a key Chipotle executive to lead strategy. This isn’t a small move. $SG recently posted a 12.8% decline in comparable sales — its worst since going public. And right at that moment, it brings in talent from the most successful fast-casual operator of the modern era: $CMG. In restaurants, recipes get copied. Execution doesn’t. Sometimes the real moat isn’t the product. It’s the people who know how to scale it.",sweetgreen hired key executive lead strategy isn small move recently posted decline comparable sales worst since going public right moment brings talent successful fast casual operator modern era restaurants recipes copied execution doesn sometimes real moat isn product know how scale,0.0015877243131399155,0.0003207616973668337,0.0009915136033669114,0.02491326816380024,0.010839033871889114,0.0003889331128448248,0.0007221633568406105,0.00025930951233021915,0.00048527237959206104,0.1295556277036667,0.06249099224805832,0.0015994873829185963,0.001295149908401072,0.0002719243639148772,0.0003041034797206521,0.0003660384682007134,0.0003942047478631139,0.00044761787285096943,0.00035792801645584404,0.00028367573395371437,0.7354499101638794,0.0015603608917444944,0.0002754098386503756,0.01675230823457241,0.0006308758165687323,0.0006206284742802382,0.006133513990789652,0.0007022093632258475
chipotle,stocktwits,CMG,2026-05-26T14:12:55Z,,$CMG every dog has its day. this one takes way longer…,every dog day takes way longer,0.00018916568660642952,0.00014512497000396252,7.995576015673578e-05,0.000967860221862793,0.0021684602834284306,5.423503534984775e-05,0.0007362418109551072,9.405784658156335e-05,6.960298196645454e-05,0.000609074195381254,0.002002595691010356,0.00015158690803218633,6.76093332003802e-05,6.249228317756206e-05,6.028779171174392e-05,4.715896648121998e-05,2.184441291319672e-05,7.523356907768175e-05,4.5915559894638136e-05,2.976628275064286e-05,0.9883912801742554,0.00029290677048265934,2.3354155928245746e-05,0.0033514276146888733,3.719823871506378e-05,2.7346091883373447e-05,0.00011785802053054795,8.033678022911772e-05
chipotle,stocktwits,CMG,2026-05-26T14:11:37Z,,$CMG Big mistake to sell burritos and not microchips,big mistake sell burritos microchips,0.0010798260336741805,0.0027826286386698484,0.01029186975210905,0.22418273985385895,0.009092986583709717,0.0004615049983840436,0.003972692880779505,0.0009065071353688836,0.0004401939222589135,0.14245907962322235,0.04669906198978424,0.014432702213525772,0.0904335081577301,0.0003866284678224474,0.000862412853166461,0.0005429142038337886,0.0006382613210007548,0.0004940980579704046,0.0006321744294837117,0.0007540112128481269,0.37947365641593933,0.001342448522336781,0.0005530143389478326,0.054203860461711884,0.000583396409638226,0.004725995473563671,0.005590935703366995,0.00198086048476398
chipotle,stocktwits,CMG,2026-05-26T14:10:32Z,,$CMG someone must really hate this one.,someone must hate,0.0007570960442535579,0.0010270836064592004,0.3516950011253357,0.1130954846739769,0.0028323535807430744,0.000947036431171,0.001495903474278748,0.0015314172487705946,0.0007714636158198118,0.0033316786866635084,0.013751143589615822,0.009330758824944496,0.0006995806470513344,0.00042105885222554207,0.000650600646622479,0.00017260915774386376,0.0002442791883368045,0.00046934958663769066,0.0007773922989144921,0.000150150473928079,0.4910525679588318,0.0006376686505973339,0.00012900315050501376,0.001410381169989705,7.761629240121692e-05,0.00017431336164008826,0.002005922142416239,0.0003610983840189874
chipotle,stocktwits,CMG,2026-05-26T14:07:50Z,,$CMG know the Market is hitting new all time highs?,know hitting new all time highs,0.009377402253448963,0.0013372390531003475,0.0007477040635421872,0.0022785847540944815,0.05601762235164642,0.0015662508085370064,0.0329618826508522,0.36102724075317383,0.003179404651746154,0.0007920340867713094,0.0008569698547944427,0.00043739439570344985,0.00036395815550349653,0.07928270101547241,0.0010419697500765324,0.0011754905572161078,0.0002617325517348945,0.004975432530045509,0.0016548932762816548,0.0009315111674368382,0.3901355266571045,0.006905224174261093,0.00036041910061612725,0.01091628335416317,0.0006968490779399872,0.0002362934610573575,0.0006711886962875724,0.02981080301105976
chipotle,stocktwits,CMG,2026-05-26T14:07:46Z,Bullish,$CMG I am waiting for this to dip down to my entry point.. then I’ll be loading the boat.,waiting dip down entry point loading boat,7.927239494165406e-05,0.00014984168228693306,8.149012137437239e-05,0.0003660011861938983,0.0010675220983102918,8.881771645974368e-05,0.00018562751938588917,0.00019589520525187254,0.00033959851134568453,0.00011584843014134094,0.00012565300858113915,4.35388064943254e-05,1.643139694351703e-05,0.00023905752459540963,3.751411713892594e-05,3.4180648071924224e-05,1.1705197721312288e-05,0.00012252520537003875,5.0683458539424464e-05,1.9057191821048036e-05,0.9956177473068237,0.0004977596690878272,1.4361628018377814e-05,0.0003685352567117661,2.1544146875385195e-05,1.423888807039475e-05,5.314033478498459e-05,4.247323886374943e-05
