post_idx,company,source,ticker,created_datetime,sentiment_label,bert_text,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_neutral,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,dominant_topic,dominant_topic_prob
tesla_00000,tesla,stocktwits,TSLA,2026-05-28T20:17:58Z,,$TSLA ok now it’s dell …when Tesla gonna have a 20% day?,0.0005613903049379,0.0008855241467244,0.0003654834581539,0.0014824110548943,0.006487728562206,0.0003863642923533,0.0330032929778099,0.1229817941784858,0.0006749937310814,0.0004159332893323,0.0005330194835551,0.0001944228570209,0.0001271431683562,0.0019477631431072,0.0002308425609953,0.0001394784048898,6.94417831255123e-05,0.0005721556954085,0.000430614571087,0.0001365747011732,0.8224951028823853,0.0021426742896437,3.282873149146326e-05,0.001881705597043,8.230003004427999e-05,9.658558701630682e-05,0.0002253689017379,0.0014170123031362,0.03128843009471893,0.031271010637283325,0.7809460163116455,0.03127079829573631,0.03132936358451843,0.03127391263842583,0.03127450495958328,0.03134596720337868,2,0.7809460163116455
tesla_00001,tesla,stocktwits,TSLA,2026-05-28T20:17:14Z,Bullish,$TSLA A Big Cup and Handle Forming.,9.626238170312718e-05,9.86838058452122e-05,0.0001076982880476,0.0002356145705562,0.0003210876602679,3.491793177090585e-05,8.05417585070245e-05,5.169801079318859e-05,3.92110159737058e-05,0.0001097175481845,0.0001186102163046,8.284679643111303e-05,2.8848711735918187e-05,7.78942703618668e-05,5.491193223861046e-05,2.9611353966174647e-05,1.6715854144422337e-05,6.635706085944548e-05,4.8300891648977995e-05,1.2454100215109063e-05,0.997896671295166,6.080231469240971e-05,1.231520582223311e-05,0.0001754368568072,1.0965723959088791e-05,1.288920066144783e-05,7.989272853592411e-05,3.9061276766005903e-05,0.5621480941772461,0.06260519474744797,0.06250094622373581,0.0625387653708458,0.06250093877315521,0.06254705786705017,0.06257584691047668,0.06258316338062286,0,0.5621480941772461
tesla_00002,tesla,stocktwits,TSLA,2026-05-28T20:10:30Z,,$TSLA levels intact .. it rested 445 levels .. what next ?! Can this push to 480 in coming days ?,0.0007711763610132,0.000518741144333,0.00065673654899,0.0022700354456901,0.0052536623552441,0.0013251118361949,0.1597872674465179,0.6352332234382629,0.0014490809990093,0.0008412326569668,0.0014533589128404,0.000289849092951,0.0001754328113747,0.0012003764277324,0.0005458077648654,0.0003255493647884,0.0001000229676719,0.0004542283713817,0.0006391154602169,0.0002839104854501,0.1731891632080078,0.0087321875616908,3.393161023268476e-05,0.0019592437893152,9.220867650583386e-05,0.0002523996517993,0.0004259367997292,0.0017408982384949,0.01786711812019348,0.01787169650197029,0.017914824187755585,0.017864443361759186,0.8748465180397034,0.017880549654364586,0.017894567921757698,0.017860298976302147,4,0.8748465180397034
tesla_00003,tesla,stocktwits,TSLA,2026-05-28T20:09:13Z,,"$AAPL $NVDA $SPY $TSLA Fuck how am I supposed to maintain my day job and trade?! There should be no afterhours trading, period. Why does everyone hate the days when gap trading was still a thing? Guess this is just a way for algos to scam more money.",0.0004383996711112,0.0015789124881848,0.1639757454395294,0.4552434086799621,0.0034640752710402,0.0011159676359966,0.0841279178857803,0.0662100613117218,0.0006324446876533,0.0139141259714961,0.0374442003667354,0.0042974893003702,0.0019979474600404,0.0005508663016371,0.0006593465222977,0.0002356686600251,0.0002838105720002,0.0005627815844491,0.0003091724647674,0.0006618804181925,0.1517700850963592,0.0020731682889163,0.000104196697066,0.003704319242388,0.0001263866724912,0.0002581582521088,0.0014790784334763,0.0027804316487163,0.007819163613021374,0.007822695188224316,0.9452376365661621,0.007824044674634933,0.007823050953447819,0.007821714505553246,0.007827147841453552,0.007824559696018696,2,0.9452376365661621
tesla_00004,tesla,stocktwits,TSLA,2026-05-28T20:06:21Z,,"$TSLA weekly Fib way above the pivot, sittin pretty between 2 resistances. So let&#39;s call R2 the new S1. $454 n it&#39;s rippin. 🍻",0.0001346568606095,0.0004098853678442,0.0001296124100917,0.0005635569104924,0.0039712223224341,0.0001568159204907,0.0001993693585973,0.0002091687492793,0.0001869282859843,0.0002055203513009,0.0003839541459456,0.0001109364384319,3.7053105188533664e-05,0.0001307453640038,6.568888056790456e-05,1.0264616321364883e-05,1.855087248259224e-05,9.228284761775284e-05,0.0002667253720574,2.4884036974981427e-05,0.9907060265541076,0.0007605788414366,1.6707675968063995e-05,0.0010010689729824,2.3752168999635614e-05,2.1685353203793056e-05,0.000103382342786,5.900719406781718e-05,0.013902434147894382,0.013911180198192596,0.013909880071878433,0.013908918015658855,0.902677059173584,0.013902452774345875,0.013894433155655861,0.013893640600144863,4,0.902677059173584
tesla_00005,tesla,stocktwits,TSLA,2026-05-28T20:05:51Z,Bearish,"$TSLA Tesla is a bet on a new oligarchical system, it&#39;s not competing in anything anymore",6.575034058187157e-05,7.872355490690097e-05,8.196585986297578e-05,0.0003478922881186,0.0005473854835145,4.071275543537922e-05,8.320901542901993e-05,3.6181161704007536e-05,3.879895302816294e-05,0.0002595575351733,0.0004986740532331,5.5319571401923895e-05,2.8025106075801887e-05,4.990615343558602e-05,3.654835018096492e-05,2.8469858079915863e-05,1.6431880794698372e-05,6.19718775851652e-05,3.325170109746978e-05,1.3680964002560358e-05,0.9968822002410888,0.0001359964226139,1.1671554602799006e-05,0.0003876679693348,1.7020487575791776e-05,1.7421907614334486e-05,0.0001116027997341,3.394173108972609e-05,0.5415840148925781,0.30826452374458313,0.025018826127052307,0.02502683363854885,0.02503214217722416,0.025018390268087387,0.02502610720694065,0.02502913773059845,0,0.5415840148925781
tesla_00006,tesla,stocktwits,TSLA,2026-05-28T20:01:37Z,,"$TSLA I just got back from lunch. Is this a semiconductor, space exploration or robotics company this afternoon? Thanks!",0.0005564453313127,0.000601636187639,0.0002540946588851,0.0009721446549519,0.0017937042284756,0.0003743257839232,0.0126244938001036,0.0733318924903869,0.000394535542,0.0002564824826549,0.0003286009596195,0.0001509641879238,0.0001211485578096,0.0011385527905076,0.0001070041180355,0.8920983076095581,0.0001202882340294,0.0008631168166175,0.000396223651478,0.0001262580481125,0.0092650549486279,0.0007388679659925,3.836116229649633e-05,0.0012663253583014,0.000282540830085,0.0002500882255844,0.0003181667707394,0.0012303506955504,0.025073401629924774,0.025104641914367676,0.02501596137881279,0.025004535913467407,0.02502121962606907,0.025020014494657516,0.8247216939926147,0.025038577616214752,6,0.8247216939926147
tesla_00007,tesla,stocktwits,TSLA,2026-05-28T20:01:33Z,,$NVDA $SPY $QQQ $MSFT $TSLA IRAN&#39;S FARS: IRAN&#39;S ARMED FORCES CARRIES OUT A MISSILE LAUNCH OPERATION FROM SOUTHERN REGIONS OF THE COUNTRY TOWARD SPECIFIED TARGETS🔴🔴🔴🔴,9.257141209673136e-05,0.0001811007095966,0.0001815548312151,0.0004365761415101,0.0011055816430598,0.0001007296887109,0.0002139538555638,0.0001563775585964,6.320061947917566e-05,0.0001660488924244,0.0003264999540988,0.0001239768171217,4.47738311777357e-05,7.135968917282298e-05,8.335206075571477e-05,1.4204425497155173e-05,2.1837531676283103e-05,4.937767880619504e-05,7.739500870229676e-05,2.4015285816858523e-05,0.9955654740333556,0.0002114210947183,1.2558479284052735e-05,0.0004750018415506,1.4205996194505133e-05,2.131826477125287e-05,0.0001208333342219,4.470957355806604e-05,0.02084662951529026,0.4864782392978668,0.3884545564651489,0.02083529159426689,0.020841360092163086,0.02083846926689148,0.020852496847510338,0.020852988585829735,1,0.4864782392978668
tesla_00008,tesla,stocktwits,TSLA,2026-05-28T19:59:50Z,,$TSLA holding my 0 day 445 calls for tomorrow.,7.645865116501227e-05,7.59878967073746e-05,7.959150389069691e-05,0.0002156772534362,0.0003318426024634,3.655011460068635e-05,7.673052459722385e-05,5.276413867250085e-05,4.508793790591881e-05,9.499464795226233e-05,0.0001121176974265,5.454953861772083e-05,1.902908661577385e-05,7.850580004742369e-05,4.244928641128354e-05,3.293517147540115e-05,1.3094585483486298e-05,6.245659460546449e-05,3.314926289021969e-05,1.1863301551784389e-05,0.9980746507644652,7.575504423584789e-05,1.0402268344478216e-05,0.0001728360948618,1.0688060683605729e-05,1.0483053301868496e-05,6.626732647418976e-05,3.306319558760151e-05,0.8248448371887207,0.025010528042912483,0.0250535998493433,0.025008292868733406,0.025013672187924385,0.025036264210939407,0.02502940036356449,0.025003358721733093,0,0.8248448371887207
tesla_00009,tesla,stocktwits,TSLA,2026-05-28T19:59:35Z,,$SPY $TSLA $NVDA $AAPL THIS IS GOING TO BE WILD BREAKING: CBOE has received SEC approval to launch extended trading hours for options.,0.0004959886427968,0.0002051250776275,9.430602949578316e-05,0.0002934937365353,0.0074640712700784,0.0001935351610882,0.0001300853618886,0.0001155183999799,0.0003467069182079,0.000108932283183,0.0001354310516035,9.164771472569556e-05,2.3316126316785812e-05,0.0009016840485855,7.595776696689427e-05,8.460780372843146e-05,2.0722451154142615e-05,0.0003787225869018,0.0001838992320699,3.589051266317256e-05,0.987169623374939,0.0005525478627532,6.2457678723149e-05,0.0006111007533036,6.61003214190714e-05,2.388699613220524e-05,8.006275311345235e-05,5.457649604068138e-05,0.013894503004848957,0.9026660919189453,0.013916438445448875,0.01390326302498579,0.01391552947461605,0.013895546086132526,0.01390838623046875,0.013900267891585827,1,0.9026660919189453
